product_id,category,brand,list_price,cost_price
175,Sports,Brand-098,162.69,104.89
176,Electronics,Brand-031,179.63,81.14
177,Grocery,Brand-091,459.5,309.38
178,Grocery,Brand-118,325.87,152.45
179,Beauty,Brand-111,2972.66,2086.76
180,Grocery,Brand-052,648.98,474.14
181,Fashion,Brand-082,160.56,119.39
182,Beauty,Brand-107,118.1,80.98
183,Grocery,Brand-097,554.76,358.68
184,Beauty,Brand-117,293.68,163.77
185,Grocery,Brand-004,1170.49,700.67
186,Grocery,Brand-064,505.47,242.86
187,Electronics,Brand-095,82.6,57.61
188,Electronics,Brand-087,178.48,81.86
189,Electronics,Brand-019,235.04,139.78
190,Fashion,Brand-069,574.57,360.36
191,Grocery,Brand-020,173.78,117.74
192,Electronics,Brand-011,455.89,259.91
193,Electronics,Brand-014,138.53,83.81
194,Sports,Brand-114,405.43,265.79
195,Sports,Brand-033,542.41,419.34
196,Fashion,Brand-055,1298.82,889.94
197,Sports,Brand-031,491.01,264.68
198,Electronics,Brand-107,209.9,156.7
199,Electronics,Brand-106,1331.96,625.05
200,Grocery,Brand-079,348.44,190.01
201,Fashion,Brand-099,749.09,365.45
202,Electronics,Brand-013,247.07,149.84
203,Sports,Brand-119,433.82,291.93
204,Sports,Brand-050,212.51,135.12
205,Fashion,Brand-048,522.07,383.17
206,Fashion,Brand-024,767.44,497.78
207,Beauty,Brand-105,271.55,144.31
208,Sports,Brand-021,259.61,165.57
209,Fashion,Brand-103,536.71,379.68
210,Beauty,Brand-086,208.51,130.53
211,Electronics,Brand-092,119.78,72.43
212,Home,Brand-004,535.16,339.93
213,Sports,Brand-088,370.13,237.56
214,Grocery,Brand-115,363.91,203.31
215,Home,Brand-047,612.08,458.44
216,Beauty,Brand-054,684.44,357.75
217,Home,Brand-014,354.67,163.68
218,Beauty,Brand-059,164.33,116.6
219,Sports,Brand-081,242.05,180.28
220,Electronics,Brand-036,644.18,434.79
221,Sports,Brand-089,449.94,276.32
222,Sports,Brand-011,259.87,205.64
223,Sports,Brand-081,215.4,124.88
224,Grocery,Brand-071,661.33,391.55
225,Home,Brand-028,337.88,221.95
226,Grocery,Brand-042,736.69,442.49
227,Sports,Brand-029,815.23,525.3
228,Grocery,Brand-075,314.11,247.61
229,Fashion,Brand-076,862.4,459.77
230,Beauty,Brand-067,450.67,226.23
231,Electronics,Brand-024,499.8,299.0
232,Grocery,Brand-026,70.04,43.87
233,Fashion,Brand-097,185.54,129.81
234,Grocery,Brand-055,193.76,151.97
235,Grocery,Brand-052,312.65,216.05
236,Electronics,Brand-037,442.08,351.68
237,Sports,Brand-111,456.78,244.93
238,Grocery,Brand-029,507.04,265.24
239,Grocery,Brand-092,233.23,129.98
240,Electronics,Brand-092,701.41,508.87
241,Sports,Brand-029,1715.45,883.94
242,Sports,Brand-002,304.09,157.72
243,Grocery,Brand-030,237.24,140.95
244,Grocery,Brand-032,233.16,130.84
245,Grocery,Brand-089,431.98,292.13
246,Sports,Brand-064,264.91,201.74
247,Fashion,Brand-052,101.06,50.38
248,Beauty,Brand-057,125.79,80.68
249,Sports,Brand-114,912.47,438.84
250,Beauty,Brand-112,1124.88,593.4
251,Sports,Brand-004,1450.86,809.85
252,Sports,Brand-101,483.5,315.57
253,Electronics,Brand-043,182.6,117.63
254,Fashion,Brand-090,284.17,191.84
255,Electronics,Brand-118,122.35,90.13
256,Home,Brand-062,118.64,61.16
257,Grocery,Brand-075,494.83,351.42
258,Electronics,Brand-052,620.92,424.37
259,Home,Brand-009,1932.75,923.66
260,Electronics,Brand-005,377.48,215.41
261,Grocery,Brand-043,136.15,62.59
262,Grocery,Brand-098,365.94,176.22
263,Sports,Brand-041,321.83,176.79
264,Beauty,Brand-052,272.33,145.72
265,Home,Brand-064,531.13,406.35
266,Beauty,Brand-039,152.69,116.48
267,Fashion,Brand-059,447.9,292.14
268,Fashion,Brand-073,679.43,480.54
269,Beauty,Brand-102,1256.13,1004.73
270,Beauty,Brand-090,517.13,306.95
271,Electronics,Brand-098,929.36,588.14
272,Fashion,Brand-063,282.84,191.74
273,Fashion,Brand-084,316.26,244.21
274,Electronics,Brand-018,1185.92,864.48
275,Home,Brand-018,134.66,63.63
276,Electronics,Brand-110,292.21,204.41
277,Sports,Brand-072,995.01,535.49
278,Home,Brand-014,340.74,183.73
279,Beauty,Brand-049,321.02,205.95
280,Grocery,Brand-116,326.27,226.34
281,Sports,Brand-003,443.07,224.07
282,Fashion,Brand-053,961.86,538.72
283,Home,Brand-100,845.04,592.07
284,Electronics,Brand-113,407.14,204.87
285,Beauty,Brand-044,966.72,722.52
286,Home,Brand-109,530.3,323.28
287,Fashion,Brand-086,802.15,525.49
288,Beauty,Brand-049,177.2,84.73
289,Sports,Brand-093,1621.07,1271.04
290,Electronics,Brand-096,481.15,369.35
291,Sports,Brand-033,44.76,23.12
292,Beauty,Brand-011,1521.76,1037.97
293,Grocery,Brand-093,405.06,294.72
294,Home,Brand-010,294.01,144.86
295,Beauty,Brand-093,248.5,162.05
296,Grocery,Brand-043,573.41,428.72
297,Home,Brand-084,198.2,124.34
298,Electronics,Brand-073,254.29,196.65
299,Sports,Brand-005,259.23,120.99
300,Sports,Brand-002,319.32,246.43
301,Fashion,Brand-075,267.16,211.6
302,Grocery,Brand-062,798.11,402.71
303,Fashion,Brand-006,501.12,301.09
304,Grocery,Brand-117,552.49,368.66
305,Fashion,Brand-029,657.52,501.45
306,Sports,Brand-103,374.47,189.42
307,Beauty,Brand-014,178.35,101.11
308,Sports,Brand-028,1709.81,1246.92
309,Beauty,Brand-063,847.28,502.86
310,Beauty,Brand-063,1465.95,970.06
311,Electronics,Brand-072,923.0,596.26
312,Beauty,Brand-021,279.14,220.69
313,Beauty,Brand-032,61.66,30.8
314,Electronics,Brand-032,150.92,118.01
315,Electronics,Brand-053,671.3,434.64
316,Beauty,Brand-110,371.89,285.04
317,Grocery,Brand-056,288.33,141.65
318,Fashion,Brand-119,54.79,36.96
319,Grocery,Brand-030,399.21,297.03
320,Sports,Brand-029,169.79,123.17
321,Grocery,Brand-013,225.99,102.48
322,Grocery,Brand-026,796.39,484.42
323,Grocery,Brand-038,177.1,86.84
324,Electronics,Brand-046,191.15,96.24
325,Electronics,Brand-085,468.0,326.29
326,Grocery,Brand-054,810.69,636.23
327,Electronics,Brand-082,292.32,196.42
328,Beauty,Brand-011,1304.76,633.89
329,Grocery,Brand-113,145.05,77.66
330,Home,Brand-018,126.06,73.44
331,Grocery,Brand-004,117.75,58.15
332,Beauty,Brand-051,107.58,80.34
333,Grocery,Brand-078,528.08,273.59
334,Electronics,Brand-029,184.52,91.4
335,Grocery,Brand-020,130.56,91.91
336,Fashion,Brand-101,546.67,270.27
337,Home,Brand-099,779.9,462.96
338,Home,Brand-090,935.13,589.53
339,Grocery,Brand-027,812.59,388.48
340,Grocery,Brand-064,193.55,124.75
341,Home,Brand-083,503.14,310.97
342,Beauty,Brand-052,600.34,410.6
343,Sports,Brand-022,275.92,145.33
344,Sports,Brand-099,460.26,264.57
345,Electronics,Brand-112,148.22,100.92
346,Home,Brand-020,244.18,112.92
347,Electronics,Brand-084,543.17,266.44
348,Grocery,Brand-106,1347.54,740.13
349,Beauty,Brand-065,1013.49,493.8
350,Home,Brand-006,684.5,317.49
351,Beauty,Brand-083,429.99,342.09
352,Sports,Brand-110,379.86,231.53
353,Sports,Brand-032,126.71,80.69
354,Beauty,Brand-017,206.77,111.49
355,Beauty,Brand-031,212.24,96.08
356,Beauty,Brand-097,638.94,455.41
357,Fashion,Brand-067,859.16,604.26
358,Fashion,Brand-003,727.24,574.8
359,Grocery,Brand-070,1039.12,475.28
360,Beauty,Brand-097,427.44,212.85
361,Grocery,Brand-023,183.76,128.49
362,Electronics,Brand-070,387.63,219.21
363,Beauty,Brand-028,225.91,106.7
364,Beauty,Brand-003,682.86,379.22
365,Home,Brand-048,302.7,145.51
366,Sports,Brand-093,372.85,277.09
367,Beauty,Brand-080,702.68,531.88
368,Sports,Brand-013,222.99,150.05
369,Fashion,Brand-023,872.34,510.28
370,Electronics,Brand-065,137.27,98.71
371,Grocery,Brand-039,515.55,345.96
372,Beauty,Brand-040,375.13,272.79
373,Sports,Brand-052,782.01,491.74
374,Electronics,Brand-091,134.36,105.53
375,Sports,Brand-069,118.55,65.38
376,Grocery,Brand-102,735.12,486.26
377,Beauty,Brand-013,295.08,216.24
378,Beauty,Brand-056,375.16,286.19
379,Electronics,Brand-066,237.98,185.95
380,Grocery,Brand-091,837.36,492.58
381,Electronics,Brand-062,512.54,356.1
382,Grocery,Brand-110,489.08,269.76
383,Beauty,Brand-100,158.27,107.19
384,Beauty,Brand-083,602.57,310.01
385,Beauty,Brand-048,182.41,108.99
386,Home,Brand-039,238.21,183.92
387,Electronics,Brand-064,135.33,99.31
388,Home,Brand-056,355.94,222.03
389,Grocery,Brand-004,945.37,474.0
390,Home,Brand-028,483.65,285.11
391,Fashion,Brand-100,283.31,141.24
392,Beauty,Brand-055,440.24,208.67
393,Home,Brand-114,438.29,336.29
394,Grocery,Brand-030,425.33,264.56
395,Electronics,Brand-116,464.92,223.76
396,Electronics,Brand-097,175.56,123.04
397,Grocery,Brand-043,439.32,209.1
398,Home,Brand-073,99.07,58.32
399,Sports,Brand-118,639.38,339.26
400,Beauty,Brand-076,166.97,84.76
401,Grocery,Brand-111,1034.92,658.98
402,Fashion,Brand-014,57.04,40.04
403,Fashion,Brand-020,1540.0,955.6
404,Electronics,Brand-001,108.7,80.14
405,Electronics,Brand-039,154.48,119.12
406,Sports,Brand-094,512.47,375.39
407,Electronics,Brand-115,661.81,519.37
408,Sports,Brand-065,321.59,249.28
409,Home,Brand-051,823.93,610.85
410,Home,Brand-111,213.31,117.84
411,Sports,Brand-071,293.02,149.74
412,Beauty,Brand-064,316.82,223.19
413,Electronics,Brand-011,262.25,195.62
414,Sports,Brand-026,85.85,63.37
415,Fashion,Brand-084,395.55,267.1
416,Home,Brand-084,367.97,272.46
417,Home,Brand-060,955.8,666.68
418,Fashion,Brand-084,144.21,98.48
419,Home,Brand-083,241.89,112.79
420,Home,Brand-008,1056.58,645.75
421,Sports,Brand-100,510.11,235.59
422,Sports,Brand-083,626.1,301.99
423,Grocery,Brand-027,579.84,370.72
424,Beauty,Brand-026,581.9,271.52
425,Beauty,Brand-115,1731.67,1332.74
426,Electronics,Brand-031,434.08,263.76
427,Beauty,Brand-004,179.63,124.84
428,Sports,Brand-004,672.52,337.42
429,Electronics,Brand-028,256.41,191.45
430,Beauty,Brand-075,369.46,228.08
431,Electronics,Brand-055,542.48,350.21
432,Grocery,Brand-088,209.12,141.57
433,Beauty,Brand-028,268.21,171.38
434,Sports,Brand-028,590.33,382.01
435,Beauty,Brand-049,260.1,184.82
436,Beauty,Brand-095,878.93,643.61
437,Fashion,Brand-060,183.29,102.12
438,Beauty,Brand-091,182.8,141.25
439,Home,Brand-012,1853.53,1063.67
440,Sports,Brand-049,118.61,64.68
441,Home,Brand-053,394.9,220.75
442,Electronics,Brand-009,1774.35,1021.1
443,Home,Brand-038,394.31,221.18
444,Beauty,Brand-034,1184.9,883.12
445,Beauty,Brand-055,679.92,439.5
446,Grocery,Brand-020,401.11,316.35
447,Fashion,Brand-033,363.39,174.2
448,Sports,Brand-115,74.04,49.23
449,Beauty,Brand-018,312.53,151.14
450,Sports,Brand-098,485.79,296.62
451,Beauty,Brand-065,485.57,283.55
452,Beauty,Brand-010,2900.64,1996.43
453,Grocery,Brand-048,505.11,359.09
454,Beauty,Brand-062,667.89,356.21
455,Grocery,Brand-033,1024.51,530.49
456,Beauty,Brand-032,621.66,371.02
457,Electronics,Brand-085,376.59,201.36
458,Fashion,Brand-004,378.06,259.66
459,Fashion,Brand-111,304.75,192.36
460,Grocery,Brand-039,575.57,425.6
461,Beauty,Brand-046,352.04,279.32
462,Electronics,Brand-016,665.11,387.32
463,Beauty,Brand-105,179.96,138.43
464,Beauty,Brand-027,453.72,327.59
465,Beauty,Brand-096,1396.4,701.26
466,Home,Brand-039,337.07,250.3
467,Electronics,Brand-004,1762.35,1090.06
468,Home,Brand-049,459.87,321.08
469,Fashion,Brand-063,385.6,268.34
470,Fashion,Brand-056,442.88,336.63
471,Sports,Brand-118,314.46,225.28
472,Home,Brand-062,82.73,61.11
473,Sports,Brand-093,815.78,458.73
474,Grocery,Brand-045,2331.27,1843.1
475,Grocery,Brand-018,592.5,403.82
476,Sports,Brand-060,622.07,448.38
477,Home,Brand-067,348.6,261.66
478,Sports,Brand-050,1018.65,502.52
479,Electronics,Brand-092,390.95,221.96
480,Home,Brand-115,499.58,370.98
481,Beauty,Brand-010,115.33,89.11
482,Beauty,Brand-009,264.15,188.77
483,Beauty,Brand-033,541.25,334.93
484,Electronics,Brand-070,833.61,448.39
485,Home,Brand-006,852.31,540.16
486,Electronics,Brand-024,114.05,67.18
487,Beauty,Brand-049,123.69,94.0
488,Home,Brand-045,643.75,417.5
489,Fashion,Brand-101,221.97,130.35
490,Beauty,Brand-066,825.24,515.34
491,Beauty,Brand-104,109.49,85.05
492,Electronics,Brand-091,372.89,247.84
493,Electronics,Brand-050,392.53,208.1
494,Fashion,Brand-117,592.51,370.33
495,Electronics,Brand-101,176.81,108.38
496,Home,Brand-059,83.65,46.73
497,Sports,Brand-102,462.67,327.43
498,Electronics,Brand-031,614.71,334.34
499,Home,Brand-025,903.22,562.16
500,Grocery,Brand-095,302.83,183.02
501,Sports,Brand-094,750.35,460.27
502,Grocery,Brand-027,595.03,385.8
503,Beauty,Brand-090,1162.03,800.82
504,Sports,Brand-061,385.94,192.99
505,Electronics,Brand-067,101.1,55.7
506,Fashion,Brand-101,382.17,275.35
507,Fashion,Brand-020,433.01,332.43
508,Fashion,Brand-049,610.67,284.35
509,Home,Brand-035,118.37,56.31
510,Electronics,Brand-067,314.31,244.17
511,Grocery,Brand-019,807.94,405.41
512,Electronics,Brand-015,371.2,294.27
513,Home,Brand-083,315.9,233.73
514,Beauty,Brand-007,1853.93,912.59
515,Grocery,Brand-050,171.4,83.28
516,Grocery,Brand-118,1081.95,856.96
517,Grocery,Brand-119,913.24,492.41
518,Fashion,Brand-022,336.93,215.14
519,Grocery,Brand-111,392.95,209.32
520,Sports,Brand-040,391.83,258.7
521,Electronics,Brand-024,466.64,347.18
522,Beauty,Brand-061,250.73,170.48
523,Electronics,Brand-059,286.43,133.57
524,Electronics,Brand-045,303.63,199.88
525,Fashion,Brand-051,311.49,212.24
526,Fashion,Brand-012,314.63,163.71
527,Fashion,Brand-032,67.18,48.15
528,Sports,Brand-024,436.21,292.0
529,Sports,Brand-111,264.55,119.93
530,Beauty,Brand-059,90.61,70.92
531,Electronics,Brand-065,304.89,184.75
532,Sports,Brand-053,297.45,158.04
533,Sports,Brand-106,1119.01,537.31
534,Electronics,Brand-095,262.07,152.28
535,Grocery,Brand-083,688.31,383.88
536,Beauty,Brand-038,1219.57,675.99
537,Electronics,Brand-037,244.09,177.6
538,Electronics,Brand-112,388.39,262.58
539,Home,Brand-111,1608.33,798.65
540,Grocery,Brand-034,484.53,338.12
541,Grocery,Brand-041,544.03,382.57
542,Beauty,Brand-040,291.25,183.49
543,Home,Brand-094,698.99,558.16
544,Beauty,Brand-113,390.84,214.66
545,Electronics,Brand-106,93.16,43.83
546,Electronics,Brand-101,303.63,139.69
547,Fashion,Brand-042,156.56,88.02
548,Fashion,Brand-038,441.33,275.51
549,Fashion,Brand-106,193.74,92.49
550,Beauty,Brand-048,591.41,383.25
551,Electronics,Brand-026,418.14,320.0
552,Electronics,Brand-101,148.65,108.35
553,Fashion,Brand-058,272.05,186.45
554,Fashion,Brand-011,662.78,451.75
555,Fashion,Brand-107,1010.7,713.16
556,Fashion,Brand-036,195.99,122.1
557,Home,Brand-037,167.68,99.04
558,Electronics,Brand-064,1921.36,1070.83
559,Electronics,Brand-033,400.29,194.09
560,Sports,Brand-099,434.06,280.73
561,Electronics,Brand-083,223.29,137.41
562,Electronics,Brand-068,479.23,235.6
563,Electronics,Brand-024,1590.93,865.3
564,Home,Brand-059,494.47,358.75
565,Beauty,Brand-033,945.74,510.19
566,Beauty,Brand-115,412.89,247.32
567,Beauty,Brand-095,177.57,89.93
568,Electronics,Brand-014,233.55,118.98
569,Grocery,Brand-063,164.97,117.91
570,Home,Brand-093,480.21,227.3
571,Beauty,Brand-063,1073.96,590.42
572,Grocery,Brand-016,458.89,364.04
573,Sports,Brand-017,315.38,194.45
574,Sports,Brand-088,214.5,142.04
575,Beauty,Brand-063,536.12,361.49
576,Beauty,Brand-065,149.83,77.71
577,Sports,Brand-033,162.83,94.32
578,Beauty,Brand-032,828.93,489.27
579,Home,Brand-049,323.05,171.46
580,Grocery,Brand-065,318.0,169.14
581,Grocery,Brand-056,352.39,233.55
582,Beauty,Brand-105,721.04,351.84
583,Fashion,Brand-023,460.54,228.06
584,Home,Brand-057,222.64,144.86
585,Home,Brand-028,229.14,139.15
586,Grocery,Brand-001,345.13,229.23
587,Grocery,Brand-050,513.77,236.04
588,Electronics,Brand-007,392.13,273.21
589,Beauty,Brand-045,365.19,272.97
590,Electronics,Brand-076,418.65,265.19
591,Electronics,Brand-045,391.91,291.7
592,Fashion,Brand-081,216.09,127.47
593,Home,Brand-036,978.13,467.18
594,Fashion,Brand-048,274.28,159.67
595,Sports,Brand-105,447.37,271.21
596,Sports,Brand-029,77.61,58.44
597,Grocery,Brand-060,339.63,192.62
598,Sports,Brand-086,167.39,93.79
599,Electronics,Brand-044,184.34,140.25
600,Electronics,Brand-037,2801.05,1506.51
601,Grocery,Brand-084,492.56,332.41
602,Sports,Brand-009,1075.8,607.1
603,Home,Brand-032,799.7,626.17
604,Beauty,Brand-049,885.89,457.45
605,Home,Brand-026,344.03,241.98
606,Grocery,Brand-065,1458.44,937.08
607,Sports,Brand-074,794.21,629.45
608,Sports,Brand-115,416.99,332.72
609,Grocery,Brand-072,498.02,362.46
610,Beauty,Brand-071,361.63,175.83
611,Home,Brand-087,420.65,258.34
612,Home,Brand-025,389.6,291.84
613,Electronics,Brand-056,547.43,368.68
614,Fashion,Brand-100,1622.91,1229.58
615,Sports,Brand-021,153.83,112.26
616,Fashion,Brand-035,1006.15,562.98
617,Home,Brand-027,300.49,155.74
618,Sports,Brand-115,1114.02,627.08
619,Home,Brand-043,308.97,214.3
620,Fashion,Brand-039,561.27,347.07
621,Sports,Brand-098,355.29,165.33
622,Electronics,Brand-109,101.04,71.72
623,Beauty,Brand-001,1621.62,755.1
624,Fashion,Brand-105,189.77,112.58
625,Home,Brand-085,431.43,263.95
626,Grocery,Brand-103,173.83,108.83
627,Home,Brand-011,138.43,69.03
628,Grocery,Brand-005,342.42,243.71
629,Home,Brand-040,250.93,187.52
630,Sports,Brand-102,158.37,109.95
631,Beauty,Brand-060,392.15,307.0
632,Grocery,Brand-086,123.28,66.59
633,Sports,Brand-030,446.03,225.81
634,Sports,Brand-040,364.36,172.54
635,Home,Brand-105,55.46,38.96
636,Home,Brand-059,265.47,134.52
637,Electronics,Brand-093,586.83,456.77
638,Home,Brand-077,172.29,113.61
639,Fashion,Brand-021,607.55,444.39
640,Electronics,Brand-113,570.29,343.4
641,Sports,Brand-113,178.72,126.39
642,Fashion,Brand-093,399.48,241.8
643,Home,Brand-056,780.55,498.43
644,Sports,Brand-051,200.11,144.23
645,Home,Brand-036,342.19,182.51
646,Beauty,Brand-077,1012.51,769.08
647,Beauty,Brand-037,203.14,142.34
648,Grocery,Brand-023,582.5,414.33
649,Sports,Brand-008,170.14,90.75
650,Sports,Brand-051,354.69,170.8
651,Grocery,Brand-098,576.73,274.23
652,Beauty,Brand-095,58.93,39.86
653,Fashion,Brand-102,263.1,132.21
654,Electronics,Brand-073,568.76,454.85
655,Home,Brand-104,483.32,380.07
656,Home,Brand-094,265.63,122.25
657,Home,Brand-096,166.72,117.33
658,Beauty,Brand-061,666.99,361.02
659,Grocery,Brand-011,311.71,177.46
660,Beauty,Brand-046,624.08,333.33
661,Sports,Brand-101,546.85,405.05
662,Electronics,Brand-089,282.04,215.14
663,Grocery,Brand-002,951.51,441.63
664,Fashion,Brand-012,250.78,136.55
665,Home,Brand-079,1045.62,634.74
666,Grocery,Brand-117,1161.0,734.49
667,Fashion,Brand-088,934.57,449.23
668,Fashion,Brand-113,349.17,258.56
669,Grocery,Brand-008,3095.37,2404.77
670,Electronics,Brand-105,455.54,269.23
671,Electronics,Brand-016,489.24,366.95
672,Home,Brand-106,396.37,272.2
673,Sports,Brand-116,163.4,107.37
674,Home,Brand-061,1136.9,837.52
